,Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand
69152,2023-11-23,S003,P0013,Groceries,East,733,119,0,59.93,20,Rainy,1,66.89,Autumn,0,107
69153,2023-11-23,S003,P0014,Groceries,East,161,92,374,104.9,5,Rainy,0,102.14,Autumn,0,129
69154,2023-11-23,S003,P0015,Groceries,East,355,131,0,111.89,20,Rainy,1,108.44,Autumn,0,205
69156,2023-11-23,S003,P0017,Furniture,East,32,32,0,110.45,20,Rainy,1,103.78,Autumn,0,97
69162,2023-11-23,S004,P0003,Furniture,West,414,113,415,128.0,25,Cloudy,1,121.7,Autumn,0,119
69163,2023-11-23,S004,P0004,Groceries,West,132,132,609,53.82,25,Cloudy,1,59.14,Autumn,0,199
69164,2023-11-23,S004,P0005,Clothing,West,81,81,184,69.48,25,Cloudy,1,82.34,Autumn,0,176
69169,2023-11-23,S004,P0010,Groceries,West,932,163,0,23.27,25,Cloudy,1,26.0,Autumn,0,157
69170,2023-11-23,S004,P0011,Clothing,West,405,64,393,57.88,5,Cloudy,0,61.76,Autumn,0,102
69171,2023-11-23,S004,P0012,Electronics,West,196,196,206,120.57,25,Cloudy,1,138.52,Autumn,0,214
69174,2023-11-23,S004,P0015,Furniture,West,80,42,0,76.18,20,Cloudy,1,86.9,Autumn,0,69
69175,2023-11-23,S004,P0016,Furniture,West,288,90,0,99.81,20,Cloudy,1,95.78,Autumn,0,76
69177,2023-11-23,S004,P0018,Furniture,West,137,108,99,170.89,0,Cloudy,0,196.68,Autumn,0,91
69184,2023-11-23,S005,P0005,Groceries,North,502,207,0,19.43,10,Rainy,1,17.02,Autumn,0,176
69186,2023-11-23,S005,P0007,Groceries,North,235,75,0,65.11,25,Rainy,1,78.56,Autumn,0,115
69191,2023-11-23,S005,P0012,Furniture,North,526,113,0,117.28,25,Rainy,1,133.19,Autumn,0,133
69194,2023-11-23,S005,P0015,Groceries,North,362,131,0,51.88,20,Rainy,1,47.62,Autumn,0,167
69203,2023-11-24,S001,P0004,Electronics,North,251,66,0,85.05,25,Cloudy,1,84.44,Autumn,0,94
69206,2023-11-24,S001,P0007,Groceries,North,587,155,541,26.9,5,Cloudy,0,29.94,Autumn,0,140
69209,2023-11-24,S001,P0010,Furniture,North,398,77,407,128.15,5,Cloudy,0,139.62,Autumn,0,89
69215,2023-11-24,S001,P0016,Groceries,North,931,115,0,39.56,5,Cloudy,0,35.73,Autumn,0,104
69223,2023-11-24,S002,P0004,Groceries,South,478,119,468,48.75,10,Snowy,1,46.54,Autumn,0,164
69227,2023-11-24,S002,P0008,Groceries,South,103,93,78,19.51,25,Snowy,1,16.64,Autumn,0,85
69231,2023-11-24,S002,P0012,Electronics,South,1001,139,0,70.94,15,Snowy,1,80.57,Autumn,0,159
69243,2023-11-24,S003,P0004,Groceries,East,404,256,771,24.66,25,Cloudy,1,29.29,Autumn,0,226
69250,2023-11-24,S003,P0011,Electronics,East,453,100,0,110.79,25,Cloudy,1,108.54,Autumn,0,136
69257,2023-11-24,S003,P0018,Furniture,East,500,104,589,154.02,10,Cloudy,0,134.61,Autumn,0,132
69261,2023-11-24,S004,P0002,Groceries,West,293,107,327,23.62,5,Cloudy,0,22.25,Autumn,0,147
69263,2023-11-24,S004,P0004,Groceries,West,0,0,0,44.26,20,Cloudy,1,51.52,Autumn,0,107
69267,2023-11-24,S004,P0008,Furniture,West,104,104,168,99.71,25,Cloudy,1,108.38,Autumn,0,172
69284,2023-11-24,S005,P0005,Groceries,North,295,114,342,19.69,5,Cloudy,0,17.79,Autumn,0,160
69290,2023-11-24,S005,P0011,Electronics,North,472,87,497,81.68,15,Cloudy,1,71.84,Autumn,0,136
69291,2023-11-24,S005,P0012,Furniture,North,413,94,0,114.55,25,Cloudy,1,112.86,Autumn,0,108
69310,2023-11-25,S001,P0011,Furniture,North,86,62,0,125.44,20,Snowy,1,139.8,Autumn,0,65
69311,2023-11-25,S001,P0012,Groceries,North,410,116,365,96.7,10,Snowy,0,96.65,Autumn,0,169
69312,2023-11-25,S001,P0013,Toys,North,75,29,50,22.18,20,Snowy,1,19.29,Autumn,0,33
69313,2023-11-25,S001,P0014,Groceries,North,19,19,610,87.14,5,Snowy,0,98.28,Autumn,0,176
69317,2023-11-25,S001,P0018,Groceries,North,117,117,183,61.13,20,Snowy,1,59.85,Autumn,0,157
69322,2023-11-25,S002,P0003,Groceries,South,247,102,424,77.88,10,Snowy,0,83.61,Autumn,0,119
69324,2023-11-25,S002,P0005,Electronics,South,653,37,0,63.87,20,Snowy,1,76.17,Autumn,0,54
69328,2023-11-25,S002,P0009,Groceries,South,167,143,407,71.26,20,Snowy,1,63.45,Autumn,0,206
69330,2023-11-25,S002,P0011,Groceries,South,608,47,0,64.17,25,Snowy,1,73.11,Autumn,0,67
69331,2023-11-25,S002,P0012,Electronics,South,862,152,0,71.19,10,Snowy,0,79.19,Autumn,0,140
69333,2023-11-25,S002,P0014,Electronics,South,448,65,339,114.43,10,Snowy,0,128.76,Autumn,0,101
69339,2023-11-25,S002,P0020,Furniture,South,239,89,268,120.67,20,Snowy,1,109.0,Autumn,0,104
69341,2023-11-25,S003,P0002,Groceries,East,553,100,0,52.41,25,Rainy,1,52.39,Autumn,0,152
69344,2023-11-25,S003,P0005,Toys,East,359,99,0,17.27,25,Rainy,1,19.4,Autumn,0,100
69346,2023-11-25,S003,P0007,Groceries,East,1057,107,0,17.54,0,Rainy,0,20.64,Autumn,0,121
69348,2023-11-25,S003,P0009,Groceries,East,115,115,161,46.85,25,Rainy,1,52.44,Autumn,0,144
69359,2023-11-25,S003,P0020,Clothing,East,320,57,340,62.21,15,Rainy,1,67.14,Autumn,0,91
69360,2023-11-25,S004,P0001,Groceries,West,529,111,558,11.41,10,Rainy,0,10.33,Autumn,0,124
69365,2023-11-25,S004,P0006,Groceries,West,134,99,365,41.16,10,Rainy,0,37.13,Autumn,0,155
69368,2023-11-25,S004,P0009,Clothing,West,382,104,0,91.01,20,Rainy,1,106.26,Autumn,0,91
69370,2023-11-25,S004,P0011,Clothing,West,219,144,682,56.19,20,Rainy,1,59.88,Autumn,0,148
69372,2023-11-25,S004,P0013,Groceries,West,292,94,285,14.61,25,Rainy,1,16.03,Autumn,0,82
69377,2023-11-25,S004,P0018,Furniture,West,71,71,136,171.98,10,Rainy,1,203.08,Autumn,0,125
69384,2023-11-25,S005,P0005,Groceries,North,181,97,0,15.91,20,Snowy,1,14.76,Autumn,0,146
69388,2023-11-25,S005,P0009,Groceries,North,56,56,401,91.46,20,Snowy,1,79.28,Autumn,0,138
69390,2023-11-25,S005,P0011,Electronics,North,385,119,0,75.22,20,Snowy,1,64.88,Autumn,0,128
69392,2023-11-25,S005,P0013,Groceries,North,322,58,0,53.83,25,Snowy,1,51.94,Autumn,0,72
69397,2023-11-25,S005,P0018,Clothing,North,106,81,83,17.07,20,Snowy,1,20.15,Autumn,0,89
69400,2023-11-26,S001,P0001,Electronics,North,94,94,244,71.06,20,Sunny,1,68.15,Autumn,0,148
69402,2023-11-26,S001,P0003,Clothing,North,179,179,772,63.13,10,Sunny,0,67.01,Autumn,0,178
69404,2023-11-26,S001,P0005,Groceries,North,902,72,0,61.69,0,Sunny,0,56.64,Autumn,0,95
69405,2023-11-26,S001,P0006,Toys,North,300,73,325,44.46,0,Sunny,0,42.54,Autumn,0,103
69410,2023-11-26,S001,P0011,Furniture,North,235,49,161,121.92,25,Sunny,1,144.01,Autumn,0,75
69419,2023-11-26,S001,P0020,Furniture,North,238,104,515,124.45,10,Sunny,1,147.76,Autumn,0,119
69426,2023-11-26,S002,P0007,Toys,South,426,124,397,28.25,10,Snowy,1,33.01,Autumn,0,125
69436,2023-11-26,S002,P0017,Toys,South,446,160,426,19.99,20,Snowy,1,23.37,Autumn,0,153
69446,2023-11-26,S003,P0007,Groceries,East,950,72,0,11.31,25,Snowy,1,12.58,Autumn,0,75
69451,2023-11-26,S003,P0012,Furniture,East,253,122,256,93.51,20,Snowy,1,103.64,Autumn,0,126
69453,2023-11-26,S003,P0014,Groceries,East,459,155,413,102.62,10,Snowy,0,109.58,Autumn,0,158
69454,2023-11-26,S003,P0015,Groceries,East,873,122,0,80.69,25,Snowy,1,78.14,Autumn,0,111
69458,2023-11-26,S003,P0019,Groceries,East,120,120,190,55.73,20,Snowy,1,48.09,Autumn,0,158
69459,2023-11-26,S003,P0020,Clothing,East,263,78,0,62.4,25,Snowy,1,53.81,Autumn,0,114
69460,2023-11-26,S004,P0001,Groceries,West,418,107,0,9.17,25,Rainy,1,7.99,Autumn,0,112
69463,2023-11-26,S004,P0004,Groceries,West,1023,91,0,61.4,0,Rainy,0,56.24,Autumn,0,124
69466,2023-11-26,S004,P0007,Groceries,West,641,206,651,31.03,20,Rainy,1,28.0,Autumn,0,184
69470,2023-11-26,S004,P0011,Clothing,West,75,72,0,49.8,25,Rainy,1,44.21,Autumn,0,112
69474,2023-11-26,S004,P0015,Furniture,West,589,64,0,72.67,25,Rainy,1,63.6,Autumn,0,60
69486,2023-11-26,S005,P0007,Groceries,North,342,103,0,65.24,25,Sunny,1,62.35,Autumn,0,100
69489,2023-11-26,S005,P0010,Groceries,North,411,189,625,77.29,10,Sunny,0,72.23,Autumn,0,209
69490,2023-11-26,S005,P0011,Electronics,North,266,137,0,79.33,25,Sunny,1,79.09,Autumn,0,170
69491,2023-11-26,S005,P0012,Furniture,North,754,82,0,116.06,20,Sunny,1,102.9,Autumn,0,93
69492,2023-11-26,S005,P0013,Groceries,North,264,87,388,74.67,10,Sunny,0,65.92,Autumn,0,116
69494,2023-11-26,S005,P0015,Groceries,North,446,93,0,43.94,20,Sunny,1,41.5,Autumn,0,110
69495,2023-11-26,S005,P0016,Toys,North,366,152,337,40.25,0,Sunny,0,42.42,Autumn,0,140
69502,2023-11-27,S001,P0003,Clothing,North,524,142,0,50.59,25,Sunny,1,45.61,Autumn,0,144
69504,2023-11-27,S001,P0005,Groceries,North,830,136,0,67.48,5,Sunny,0,80.2,Autumn,0,158
69505,2023-11-27,S001,P0006,Toys,North,227,91,0,34.48,25,Sunny,1,29.7,Autumn,0,114
69510,2023-11-27,S001,P0011,Furniture,North,186,71,0,169.73,5,Sunny,0,196.36,Autumn,0,103
69514,2023-11-27,S001,P0015,Toys,North,163,118,123,13.75,25,Sunny,1,16.19,Autumn,0,137
69522,2023-11-27,S002,P0003,Groceries,South,70,70,510,95.08,10,Sunny,1,84.97,Autumn,0,170
69524,2023-11-27,S002,P0005,Electronics,South,526,92,586,112.69,0,Sunny,0,108.68,Autumn,0,142
69525,2023-11-27,S002,P0006,Clothing,South,84,84,161,59.62,25,Sunny,1,56.29,Autumn,0,140
69527,2023-11-27,S002,P0008,Groceries,South,220,219,234,36.15,0,Sunny,0,34.77,Autumn,0,198
69532,2023-11-27,S002,P0013,Groceries,South,440,141,377,24.39,10,Sunny,0,22.43,Autumn,0,146
69534,2023-11-27,S002,P0015,Clothing,South,744,180,634,77.67,15,Sunny,1,76.17,Autumn,0,175
69538,2023-11-27,S002,P0019,Clothing,South,501,110,436,73.89,25,Sunny,1,79.29,Autumn,0,133
69542,2023-11-27,S003,P0003,Electronics,East,134,90,106,84.21,20,Rainy,1,72.1,Autumn,0,130
69545,2023-11-27,S003,P0006,Toys,East,116,107,102,29.45,25,Rainy,1,34.63,Autumn,0,95
69546,2023-11-27,S003,P0007,Groceries,East,878,109,0,18.87,5,Rainy,0,18.6,Autumn,0,146
69552,2023-11-27,S003,P0013,Groceries,East,377,145,584,85.21,0,Rainy,0,96.12,Autumn,0,149
69554,2023-11-27,S003,P0015,Groceries,East,751,109,0,92.84,20,Rainy,1,90.54,Autumn,0,136
69558,2023-11-27,S003,P0019,Groceries,East,190,77,0,41.19,25,Rainy,1,37.46,Autumn,0,82
69559,2023-11-27,S003,P0020,Clothing,East,185,68,0,56.44,25,Rainy,1,54.67,Autumn,0,84
69562,2023-11-27,S004,P0003,Furniture,West,477,205,595,154.14,20,Cloudy,1,167.45,Autumn,0,180
69563,2023-11-27,S004,P0004,Groceries,West,932,36,0,43.41,10,Cloudy,0,41.7,Autumn,0,53
69565,2023-11-27,S004,P0006,Groceries,West,497,123,0,37.02,25,Cloudy,1,33.53,Autumn,0,183
69572,2023-11-27,S004,P0013,Groceries,West,161,152,322,21.79,5,Cloudy,0,25.37,Autumn,0,133
69575,2023-11-27,S004,P0016,Furniture,West,13,13,348,134.41,0,Cloudy,0,125.07,Autumn,0,97
69578,2023-11-27,S004,P0019,Clothing,West,155,155,122,59.87,20,Cloudy,1,57.21,Autumn,0,151
69579,2023-11-27,S004,P0020,Furniture,West,172,40,0,106.35,20,Cloudy,1,95.4,Autumn,0,64
69580,2023-11-27,S005,P0001,Groceries,North,219,136,355,13.8,10,Sunny,0,15.72,Autumn,0,181
69582,2023-11-27,S005,P0003,Toys,North,111,84,138,26.58,25,Sunny,1,24.78,Autumn,0,129
69584,2023-11-27,S005,P0005,Groceries,North,280,167,478,23.76,0,Sunny,0,27.65,Autumn,0,236
69585,2023-11-27,S005,P0006,Groceries,North,474,241,1216,85.75,10,Sunny,1,77.4,Autumn,0,255
69593,2023-11-27,S005,P0014,Furniture,North,267,132,367,190.39,5,Sunny,0,178.12,Autumn,0,116
69594,2023-11-27,S005,P0015,Groceries,North,353,210,463,54.87,25,Sunny,1,61.42,Autumn,0,237
69599,2023-11-27,S005,P0020,Toys,North,128,39,0,19.94,25,Sunny,1,19.39,Autumn,0,40
69614,2023-11-28,S001,P0015,Toys,North,168,56,0,11.64,25,Rainy,1,10.59,Autumn,0,70
69619,2023-11-28,S001,P0020,Furniture,North,53,41,0,86.92,25,Rainy,1,97.62,Autumn,0,67
69623,2023-11-28,S002,P0004,Groceries,South,571,132,0,35.41,25,Rainy,1,38.55,Autumn,0,134
69625,2023-11-28,S002,P0006,Clothing,South,161,82,0,49.36,20,Rainy,1,55.91,Autumn,0,77
69628,2023-11-28,S002,P0009,Groceries,South,551,217,0,62.36,25,Rainy,1,65.97,Autumn,0,199
69634,2023-11-28,S002,P0015,Clothing,South,564,17,0,44.67,20,Rainy,1,41.38,Autumn,0,27
69639,2023-11-28,S002,P0020,Furniture,South,299,41,0,90.06,20,Rainy,1,100.9,Autumn,0,38
69641,2023-11-28,S003,P0002,Groceries,East,358,84,330,56.66,5,Snowy,0,55.06,Autumn,0,100
69643,2023-11-28,S003,P0004,Groceries,East,648,85,0,19.65,25,Snowy,1,19.59,Autumn,0,121
69645,2023-11-28,S003,P0006,Toys,East,111,111,128,31.42,25,Snowy,1,37.58,Autumn,0,115
69654,2023-11-28,S003,P0015,Groceries,East,642,138,733,93.37,20,Snowy,1,107.67,Autumn,0,156
69659,2023-11-28,S003,P0020,Clothing,East,117,85,433,65.55,20,Snowy,1,64.58,Autumn,0,110
69663,2023-11-28,S004,P0004,Groceries,West,896,255,0,63.3,15,Cloudy,1,71.68,Autumn,0,215
69665,2023-11-28,S004,P0006,Groceries,West,374,163,412,42.49,15,Cloudy,1,41.44,Autumn,0,188
69668,2023-11-28,S004,P0009,Clothing,West,170,164,403,102.63,25,Cloudy,1,123.54,Autumn,0,151
69669,2023-11-28,S004,P0010,Groceries,West,401,140,591,29.91,5,Cloudy,0,29.68,Autumn,0,144
69679,2023-11-28,S004,P0020,Furniture,West,132,47,116,99.0,20,Cloudy,1,115.77,Autumn,0,59
69683,2023-11-28,S005,P0004,Groceries,North,237,170,178,7.26,25,Rainy,1,7.19,Autumn,0,157
69688,2023-11-28,S005,P0009,Groceries,North,443,71,0,82.02,20,Rainy,1,89.68,Autumn,0,119
69694,2023-11-28,S005,P0015,Groceries,North,143,69,0,40.6,20,Rainy,1,45.33,Autumn,0,102
69699,2023-11-28,S005,P0020,Toys,North,89,66,61,24.29,20,Rainy,1,21.84,Autumn,0,75
69709,2023-11-29,S001,P0010,Furniture,North,468,75,422,153.59,0,Sunny,0,142.56,Autumn,0,113
69715,2023-11-29,S001,P0016,Groceries,North,386,80,372,39.19,5,Sunny,0,47.24,Autumn,0,117
69720,2023-11-29,S002,P0001,Groceries,South,310,103,395,84.83,0,Rainy,0,90.89,Autumn,0,112
69730,2023-11-29,S002,P0011,Groceries,South,328,109,327,94.76,10,Rainy,0,84.57,Autumn,0,113
69731,2023-11-29,S002,P0012,Electronics,South,450,113,576,75.5,0,Rainy,0,84.72,Autumn,0,124
69746,2023-11-29,S003,P0007,Groceries,East,688,132,504,18.11,5,Sunny,0,20.95,Autumn,0,149
69750,2023-11-29,S003,P0011,Electronics,East,201,93,341,128.74,10,Sunny,0,152.83,Autumn,0,142
69755,2023-11-29,S003,P0016,Electronics,East,199,183,336,123.42,5,Sunny,0,134.3,Autumn,0,184
69770,2023-11-29,S004,P0011,Clothing,West,831,129,0,62.8,10,Sunny,0,62.01,Autumn,0,129
69772,2023-11-29,S004,P0013,Groceries,West,239,163,397,24.46,5,Sunny,0,23.07,Autumn,0,155
69788,2023-11-29,S005,P0009,Groceries,North,372,121,453,100.55,5,Sunny,0,118.39,Autumn,0,129
69790,2023-11-29,S005,P0011,Electronics,North,513,78,568,93.31,0,Sunny,0,79.95,Autumn,0,126
69792,2023-11-29,S005,P0013,Groceries,North,388,131,319,79.36,0,Sunny,0,92.05,Autumn,0,118
69802,2023-11-30,S001,P0003,Clothing,North,1032,144,0,56.13,10,Cloudy,0,63.78,Autumn,0,135
69804,2023-11-30,S001,P0005,Groceries,North,547,94,492,72.24,0,Cloudy,0,72.05,Autumn,0,146
69844,2023-11-30,S003,P0005,Toys,East,516,141,530,24.25,5,Cloudy,0,26.79,Autumn,0,133
69852,2023-11-30,S003,P0013,Groceries,East,19,19,629,77.42,5,Cloudy,0,82.2,Autumn,0,134
69853,2023-11-30,S003,P0014,Groceries,East,347,128,376,107.2,0,Cloudy,0,91.42,Autumn,0,120
69863,2023-11-30,S004,P0004,Groceries,West,500,170,434,63.28,0,Rainy,0,69.69,Autumn,0,152
69881,2023-11-30,S005,P0002,Electronics,North,309,95,426,44.99,0,Cloudy,0,54.14,Autumn,0,120
69891,2023-11-30,S005,P0012,Furniture,North,444,142,519,134.97,10,Cloudy,0,153.16,Autumn,0,119
69901,2023-12-01,S001,P0002,Clothing,North,189,97,184,58.96,25,Sunny,1,67.44,Winter,0,156
69902,2023-12-01,S001,P0003,Clothing,North,888,184,780,63.42,20,Sunny,1,72.5,Winter,0,227
69903,2023-12-01,S001,P0004,Electronics,North,293,58,0,84.02,25,Sunny,1,77.82,Winter,0,90
69906,2023-12-01,S001,P0007,Groceries,North,514,99,568,25.54,10,Sunny,0,27.67,Winter,0,141
69910,2023-12-01,S001,P0011,Furniture,North,245,175,325,186.15,10,Sunny,1,216.21,Winter,0,151
69912,2023-12-01,S001,P0013,Toys,North,76,62,58,23.94,20,Sunny,1,27.1,Winter,0,65
69915,2023-12-01,S001,P0016,Groceries,North,228,143,0,35.38,25,Sunny,1,32.63,Winter,0,145
69921,2023-12-01,S002,P0002,Toys,South,409,112,0,27.23,25,Cloudy,1,23.83,Winter,0,107
69923,2023-12-01,S002,P0004,Groceries,South,345,133,572,41.54,20,Cloudy,1,49.86,Winter,0,168
69924,2023-12-01,S002,P0005,Electronics,South,813,81,0,84.12,20,Cloudy,1,72.94,Winter,0,119
69928,2023-12-01,S002,P0009,Groceries,South,185,134,227,52.5,25,Cloudy,1,52.39,Winter,0,118
69932,2023-12-01,S002,P0013,Groceries,South,422,181,558,23.53,20,Cloudy,1,22.13,Winter,0,177
69933,2023-12-01,S002,P0014,Electronics,South,420,70,411,126.57,0,Cloudy,0,135.54,Winter,0,99
69934,2023-12-01,S002,P0015,Clothing,South,1044,93,0,80.89,5,Cloudy,0,75.26,Winter,0,149
69935,2023-12-01,S002,P0016,Clothing,South,127,127,334,93.51,15,Cloudy,1,85.18,Winter,0,149
69938,2023-12-01,S002,P0019,Clothing,South,595,138,639,102.11,5,Cloudy,0,87.1,Winter,0,145
69940,2023-12-01,S003,P0001,Toys,East,0,0,331,19.24,5,Cloudy,0,20.59,Winter,0,156
69941,2023-12-01,S003,P0002,Groceries,East,428,99,466,56.19,15,Cloudy,1,52.04,Winter,0,133
69943,2023-12-01,S003,P0004,Groceries,East,417,191,601,24.81,20,Cloudy,1,22.2,Winter,0,181
69950,2023-12-01,S003,P0011,Electronics,East,341,127,477,141.57,15,Cloudy,1,156.46,Winter,0,199
69952,2023-12-01,S003,P0013,Groceries,East,584,111,0,73.89,20,Cloudy,1,70.59,Winter,0,160
69959,2023-12-01,S003,P0020,Clothing,East,176,96,623,86.4,5,Cloudy,0,81.37,Winter,0,144
69961,2023-12-01,S004,P0002,Groceries,West,247,161,295,18.96,20,Snowy,1,22.47,Winter,0,149
69963,2023-12-01,S004,P0004,Groceries,West,330,155,0,52.02,20,Snowy,1,47.47,Winter,0,143
69970,2023-12-01,S004,P0011,Clothing,West,654,188,961,77.32,10,Snowy,1,71.65,Winter,0,206
69972,2023-12-01,S004,P0013,Groceries,West,209,76,0,17.19,20,Snowy,1,19.41,Winter,0,112
69975,2023-12-01,S004,P0016,Furniture,West,421,60,0,85.61,25,Snowy,1,93.99,Winter,0,65
69980,2023-12-01,S005,P0001,Groceries,North,136,136,359,14.53,0,Sunny,0,15.59,Winter,0,161
69981,2023-12-01,S005,P0002,Electronics,North,214,153,0,38.36,20,Sunny,1,40.54,Winter,0,142
69983,2023-12-01,S005,P0004,Groceries,North,187,95,110,6.42,25,Sunny,1,5.54,Winter,0,115
69984,2023-12-01,S005,P0005,Groceries,North,304,135,224,13.94,25,Sunny,1,13.22,Winter,0,123
69985,2023-12-01,S005,P0006,Groceries,North,1216,110,0,70.75,5,Sunny,0,80.36,Winter,0,174
69988,2023-12-01,S005,P0009,Groceries,North,124,124,830,127.86,20,Sunny,1,116.95,Winter,0,275
69989,2023-12-01,S005,P0010,Groceries,North,503,206,590,82.21,0,Sunny,0,79.98,Winter,0,191
69990,2023-12-01,S005,P0011,Electronics,North,312,38,0,51.4,25,Sunny,1,59.67,Winter,0,51
69992,2023-12-01,S005,P0013,Groceries,North,70,70,399,76.26,15,Sunny,1,85.88,Winter,0,160
69995,2023-12-01,S005,P0016,Toys,North,223,108,453,33.31,25,Sunny,1,29.32,Winter,0,156
70005,2023-12-02,S001,P0006,Toys,North,167,149,462,47.0,5,Cloudy,0,41.09,Winter,0,138
70006,2023-12-02,S001,P0007,Groceries,North,415,206,0,27.4,20,Cloudy,1,32.58,Winter,0,213
70012,2023-12-02,S001,P0013,Toys,North,72,72,169,34.19,20,Cloudy,1,31.72,Winter,0,161
70014,2023-12-02,S001,P0015,Toys,North,148,148,171,15.44,20,Cloudy,1,16.98,Winter,0,155
70017,2023-12-02,S001,P0018,Groceries,North,146,123,109,54.02,20,Cloudy,1,53.17,Winter,0,115
70019,2023-12-02,S001,P0020,Furniture,North,519,126,566,116.16,25,Cloudy,1,111.5,Winter,0,140
70020,2023-12-02,S002,P0001,Groceries,South,447,146,522,80.14,20,Cloudy,1,68.95,Winter,0,151
70022,2023-12-02,S002,P0003,Groceries,South,471,177,557,86.57,20,Cloudy,1,74.22,Winter,0,179
70026,2023-12-02,S002,P0007,Toys,South,293,157,472,30.08,15,Cloudy,1,27.84,Winter,0,149
70030,2023-12-02,S002,P0011,Groceries,South,410,106,436,103.34,5,Cloudy,0,111.82,Winter,0,141
70034,2023-12-02,S002,P0015,Clothing,South,951,126,0,76.12,10,Cloudy,1,70.12,Winter,0,147
70039,2023-12-02,S002,P0020,Furniture,South,297,83,268,115.24,20,Cloudy,1,107.13,Winter,0,90
70040,2023-12-02,S003,P0001,Toys,East,261,136,0,16.91,25,Cloudy,1,16.37,Winter,0,177
70051,2023-12-02,S003,P0012,Furniture,East,265,100,340,110.12,20,Cloudy,1,94.48,Winter,0,165
70052,2023-12-02,S003,P0013,Groceries,East,473,121,0,57.59,25,Cloudy,1,68.58,Winter,0,114
70053,2023-12-02,S003,P0014,Groceries,East,69,69,333,96.35,10,Cloudy,0,109.36,Winter,0,136
70054,2023-12-02,S003,P0015,Groceries,East,919,124,0,80.56,25,Cloudy,1,78.51,Winter,0,110
70055,2023-12-02,S003,P0016,Electronics,East,258,176,347,119.99,5,Cloudy,0,129.84,Winter,0,173
70059,2023-12-02,S003,P0020,Clothing,East,513,156,0,65.07,25,Cloudy,1,75.14,Winter,0,146
70065,2023-12-02,S004,P0006,Groceries,West,357,153,320,43.28,0,Snowy,0,48.94,Winter,0,154
70066,2023-12-02,S004,P0007,Groceries,West,609,141,481,26.35,25,Snowy,1,25.04,Winter,0,147
70074,2023-12-02,S004,P0015,Furniture,West,172,115,284,92.17,20,Snowy,1,86.01,Winter,0,110
70082,2023-12-02,S005,P0003,Toys,North,220,103,0,23.47,25,Cloudy,1,21.07,Winter,0,90
70085,2023-12-02,S005,P0006,Groceries,North,1106,111,0,64.55,5,Cloudy,0,58.53,Winter,0,123
70086,2023-12-02,S005,P0007,Groceries,North,273,57,0,65.12,20,Cloudy,1,69.62,Winter,0,95
70092,2023-12-02,S005,P0013,Groceries,North,319,222,845,85.33,25,Cloudy,1,95.08,Winter,0,258
70099,2023-12-02,S005,P0020,Toys,North,111,111,90,26.74,20,Cloudy,1,22.97,Winter,0,103
70113,2023-12-03,S001,P0014,Groceries,North,331,128,364,61.22,20,Cloudy,1,68.2,Winter,0,113
70115,2023-12-03,S001,P0016,Groceries,North,358,239,670,46.98,15,Cloudy,1,45.2,Winter,0,205
70128,2023-12-03,S002,P0009,Groceries,South,227,45,0,44.81,20,Snowy,1,54.15,Winter,0,67
70131,2023-12-03,S002,P0012,Electronics,South,699,89,0,55.51,25,Snowy,1,49.98,Winter,0,102
70133,2023-12-03,S002,P0014,Electronics,South,323,58,0,105.62,20,Snowy,1,90.78,Winter,0,97
70134,2023-12-03,S002,P0015,Clothing,South,825,141,0,77.01,15,Snowy,1,71.07,Winter,0,172
70135,2023-12-03,S002,P0016,Clothing,South,454,245,0,109.01,10,Snowy,1,131.64,Winter,0,205
70136,2023-12-03,S002,P0017,Toys,South,297,109,378,21.89,0,Snowy,0,25.84,Winter,0,108
70148,2023-12-03,S003,P0009,Groceries,East,142,119,192,50.15,25,Sunny,1,59.45,Winter,0,169
70151,2023-12-03,S003,P0012,Furniture,East,165,82,0,90.77,20,Sunny,1,78.71,Winter,0,100
70153,2023-12-03,S003,P0014,Groceries,East,376,201,0,103.1,20,Sunny,1,90.01,Winter,0,185
70155,2023-12-03,S003,P0016,Electronics,East,82,82,0,89.4,25,Sunny,1,106.51,Winter,0,152
70156,2023-12-03,S003,P0017,Furniture,East,321,86,370,128.94,5,Sunny,0,117.75,Winter,0,91
70157,2023-12-03,S003,P0018,Furniture,East,470,143,403,157.43,0,Sunny,0,189.22,Winter,0,122
70158,2023-12-03,S003,P0019,Groceries,East,181,132,166,56.92,20,Sunny,1,53.42,Winter,0,166
70160,2023-12-03,S004,P0001,Groceries,West,489,111,465,10.24,10,Snowy,0,10.87,Winter,0,106
70165,2023-12-03,S004,P0006,Groceries,West,204,94,0,28.67,25,Snowy,1,28.51,Winter,0,96
70168,2023-12-03,S004,P0009,Clothing,West,318,123,369,93.19,25,Snowy,1,112.75,Winter,0,118
70169,2023-12-03,S004,P0010,Groceries,West,438,120,557,27.23,10,Snowy,0,24.95,Winter,0,130
70172,2023-12-03,S004,P0013,Groceries,West,414,90,393,21.4,0,Snowy,0,23.18,Winter,0,110
70174,2023-12-03,S004,P0015,Furniture,West,57,57,0,82.52,25,Snowy,1,86.94,Winter,0,112
70178,2023-12-03,S004,P0019,Clothing,West,154,29,0,38.97,20,Snowy,1,42.34,Winter,0,39
